        Time	          P1	          P2	           M	          Q1	          Q2	          D1	          D2	           B	         EP1	         EP2	          EM	          IC	         Tot	          pH	         fpH	       CO2aq	          O2	       fsalt	        frdx	
  2.6400e+02	  4.1056e+00	  1.8898e+00	  1.0138e+01	  5.6820e-02	  1.1835e+00	  2.1843e-01	  3.9854e-01	  6.0213e-01	  2.9355e-04	  1.3790e-04	  2.1591e-04	  1.3800e-01	  1.8593e+01	  5.8607e+00	  9.4022e-01	  2.0208e-05	  9.0440e-04	  9.9628e-01	  9.8521e-01	
  2.8800e+02	  4.1058e+00	  1.8890e+00	  1.0139e+01	  5.6766e-02	  1.1842e+00	  2.1795e-01	  3.9923e-01	  6.0347e-01	  2.9393e-04	  1.3801e-04	  2.1615e-04	  1.3916e-01	  1.8596e+01	  5.8617e+00	  9.4056e-01	  2.0599e-05	  7.6432e-04	  9.9556e-01	  9.8132e-01	
  3.1200e+02	  4.1061e+00	  1.8882e+00	  1.0140e+01	  5.6711e-02	  1.1849e+00	  2.1748e-01	  3.9991e-01	  6.0481e-01	  2.9432e-04	  1.3812e-04	  2.1640e-04	  1.4032e-01	  1.8599e+01	  5.8629e+00	  9.4093e-01	  2.0988e-05	  6.2804e-04	  9.9477e-01	  9.7592e-01	
  3.3600e+02	  4.1064e+00	  1.8874e+00	  1.0141e+01	  5.6658e-02	  1.1856e+00	  2.1703e-01	  4.0061e-01	  6.0612e-01	  2.9472e-04	  1.3824e-04	  2.1665e-04	  1.4147e-01	  1.8601e+01	  5.8641e+00	  9.4133e-01	  2.1375e-05	  4.9573e-04	  9.9392e-01	  9.6795e-01	
  3.6000e+02	  4.1067e+00	  1.8866e+00	  1.0142e+01	  5.6607e-02	  1.1863e+00	  2.1661e-01	  4.0131e-01	  6.0741e-01	  2.9512e-04	  1.3836e-04	  2.1691e-04	  1.4260e-01	  1.8604e+01	  5.8653e+00	  9.4174e-01	  2.1758e-05	  3.6776e-04	  9.9300e-01	  9.5506e-01	
  3.8400e+02	  4.1070e+00	  1.8858e+00	  1.0143e+01	  5.6558e-02	  1.1870e+00	  2.1623e-01	  4.0202e-01	  6.0866e-01	  2.9554e-04	  1.3848e-04	  2.1717e-04	  1.4372e-01	  1.8607e+01	  5.8666e+00	  9.4216e-01	  2.2134e-05	  2.4498e-04	  9.9202e-01	  9.3099e-01	
  4.0800e+02	  4.1073e+00	  1.8850e+00	  1.0144e+01	  5.6514e-02	  1.1878e+00	  2.1596e-01	  4.0274e-01	  6.0981e-01	  2.9596e-04	  1.3861e-04	  2.1744e-04	  1.4480e-01	  1.8610e+01	  5.8679e+00	  9.4257e-01	  2.2496e-05	  1.2969e-04	  9.9101e-01	  8.7245e-01	
  4.3200e+02	  4.1077e+00	  1.8842e+00	  1.0145e+01	  5.6482e-02	  1.1885e+00	  2.1603e-01	  4.0351e-01	  6.1066e-01	  2.9638e-04	  1.3873e-04	  2.1771e-04	  1.4573e-01	  1.8613e+01	  5.8690e+00	  9.4293e-01	  2.2808e-05	  3.2192e-05	  9.9009e-01	  6.2112e-01	
  4.5600e+02	  4.1085e+00	  1.8834e+00	  1.0145e+01	  5.6502e-02	  1.1892e+00	  2.1757e-01	  4.0447e-01	  6.1021e-01	  2.9679e-04	  1.3886e-04	  2.1798e-04	  1.4604e-01	  1.8616e+01	  5.8694e+00	  9.4305e-01	  2.2911e-05	  3.2689e-07	  9.8977e-01	  1.6194e-02	
  4.8000e+02	  4.1095e+00	  1.8826e+00	  1.0146e+01	  5.6611e-02	  1.1899e+00	  2.1976e-01	  4.0551e-01	  6.0914e-01	  2.9719e-04	  1.3897e-04	  2.1823e-04	  1.4604e-01	  1.8620e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  8.6105e-10	  9.8976e-01	  4.3352e-05	
  5.0400e+02	  4.1106e+00	  1.8818e+00	  1.0147e+01	  5.6778e-02	  1.1906e+00	  2.2190e-01	  4.0654e-01	  6.0806e-01	  2.9757e-04	  1.3908e-04	  2.1847e-04	  1.4604e-01	  1.8624e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  1.0417e-12	  9.8976e-01	  5.2448e-08	
  5.2800e+02	  4.1116e+00	  1.8810e+00	  1.0147e+01	  5.6974e-02	  1.1914e+00	  2.2401e-01	  4.0756e-01	  6.0698e-01	  2.9792e-04	  1.3917e-04	  2.1869e-04	  1.4604e-01	  1.8628e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  2.7839e-15	  9.8976e-01	  1.4017e-10	
  5.5200e+02	  4.1126e+00	  1.8802e+00	  1.0148e+01	  5.7185e-02	  1.1921e+00	  2.2611e-01	  4.0858e-01	  6.0591e-01	  2.9826e-04	  1.3926e-04	  2.1890e-04	  1.4604e-01	  1.8631e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  1.3373e-18	  9.8976e-01	  6.7335e-14	
  5.7600e+02	  4.1136e+00	  1.8794e+00	  1.0149e+01	  5.7404e-02	  1.1928e+00	  2.2819e-01	  4.0958e-01	  6.0484e-01	  2.9858e-04	  1.3933e-04	  2.1909e-04	  1.4604e-01	  1.8635e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  3.6413e-22	  9.8976e-01	  1.8334e-17	
  6.0000e+02	  4.1146e+00	  1.8786e+00	  1.0149e+01	  5.7625e-02	  1.1936e+00	  2.3027e-01	  4.1059e-01	  6.0376e-01	  2.9887e-04	  1.3940e-04	  2.1927e-04	  1.4604e-01	  1.8639e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  7.2628e-27	  9.8976e-01	  3.6568e-22	
  6.2400e+02	  4.1156e+00	  1.8778e+00	  1.0150e+01	  5.7846e-02	  1.1944e+00	  2.3236e-01	  4.1158e-01	  6.0269e-01	  2.9915e-04	  1.3945e-04	  2.1943e-04	  1.4604e-01	  1.8643e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
  6.4800e+02	  4.1166e+00	  1.8770e+00	  1.0151e+01	  5.8067e-02	  1.1951e+00	  2.3444e-01	  4.1257e-01	  6.0163e-01	  2.9941e-04	  1.3950e-04	  2.1958e-04	  1.4604e-01	  1.8647e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
  6.7200e+02	  4.1176e+00	  1.8762e+00	  1.0151e+01	  5.8286e-02	  1.1959e+00	  2.3652e-01	  4.1356e-01	  6.0056e-01	  2.9966e-04	  1.3954e-04	  2.1972e-04	  1.4604e-01	  1.8651e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
  6.9600e+02	  4.1186e+00	  1.8754e+00	  1.0152e+01	  5.8504e-02	  1.1967e+00	  2.3860e-01	  4.1454e-01	  5.9950e-01	  2.9988e-04	  1.3957e-04	  2.1985e-04	  1.4604e-01	  1.8654e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
  7.2000e+02	  4.1196e+00	  1.8746e+00	  1.0153e+01	  5.8719e-02	  1.1975e+00	  2.4068e-01	  4.1552e-01	  5.9844e-01	  3.0009e-04	  1.3959e-04	  2.1996e-04	  1.4604e-01	  1.8658e+01	  5.8694e+00	  9.4305e-01	  2.2912e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
