        Time	          P1	          P2	           M	          Q1	          Q2	          D1	          D2	           B	         EP1	         EP2	          EM	          IC	         Tot	          pH	         fpH	       CO2aq	          O2	       fsalt	        frdx	
  2.6400e+02	  4.0904e+00	  1.9330e+00	  1.0112e+01	  5.5173e-02	  1.1607e+00	  2.0438e-01	  3.7555e-01	  5.8912e-01	  2.8205e-04	  1.3580e-04	  2.0892e-04	  1.1662e-01	  1.8500e+01	  5.9399e+00	  9.6369e-01	  2.1593e-05	  9.6622e-04	  9.9657e-01	  9.8658e-01	
  2.8800e+02	  4.0907e+00	  1.9321e+00	  1.0113e+01	  5.5124e-02	  1.1614e+00	  2.0398e-01	  3.7622e-01	  5.9041e-01	  2.8249e-04	  1.3595e-04	  2.0921e-04	  1.1774e-01	  1.8503e+01	  5.9409e+00	  9.6397e-01	  2.1986e-05	  8.2975e-04	  9.9591e-01	  9.8330e-01	
  3.1200e+02	  4.0910e+00	  1.9313e+00	  1.0114e+01	  5.5076e-02	  1.1622e+00	  2.0359e-01	  3.7690e-01	  5.9169e-01	  2.8293e-04	  1.3610e-04	  2.0951e-04	  1.1885e-01	  1.8505e+01	  5.9421e+00	  9.6427e-01	  2.2378e-05	  6.9674e-04	  9.9518e-01	  9.7890e-01	
  3.3600e+02	  4.0912e+00	  1.9305e+00	  1.0115e+01	  5.5029e-02	  1.1630e+00	  2.0321e-01	  3.7758e-01	  5.9295e-01	  2.8338e-04	  1.3625e-04	  2.0981e-04	  1.1996e-01	  1.8508e+01	  5.9434e+00	  9.6460e-01	  2.2769e-05	  5.6730e-04	  9.9439e-01	  9.7271e-01	
  3.6000e+02	  4.0915e+00	  1.9296e+00	  1.0116e+01	  5.4982e-02	  1.1637e+00	  2.0286e-01	  3.7827e-01	  5.9420e-01	  2.8383e-04	  1.3640e-04	  2.1011e-04	  1.2106e-01	  1.8511e+01	  5.9447e+00	  9.6493e-01	  2.3157e-05	  4.4166e-04	  9.9354e-01	  9.6338e-01	
  3.8400e+02	  4.0918e+00	  1.9288e+00	  1.0117e+01	  5.4938e-02	  1.1645e+00	  2.0253e-01	  3.7896e-01	  5.9542e-01	  2.8429e-04	  1.3655e-04	  2.1042e-04	  1.2215e-01	  1.8514e+01	  5.9460e+00	  9.6527e-01	  2.3541e-05	  3.2029e-04	  9.9263e-01	  9.4782e-01	
  4.0800e+02	  4.0921e+00	  1.9280e+00	  1.0118e+01	  5.4897e-02	  1.1652e+00	  2.0227e-01	  3.7966e-01	  5.9659e-01	  2.8475e-04	  1.3671e-04	  2.1073e-04	  1.2322e-01	  1.8516e+01	  5.9473e+00	  9.6561e-01	  2.3916e-05	  2.0426e-04	  9.9167e-01	  9.1719e-01	
  4.3200e+02	  4.0925e+00	  1.9271e+00	  1.0119e+01	  5.4863e-02	  1.1660e+00	  2.0214e-01	  3.8039e-01	  5.9763e-01	  2.8522e-04	  1.3687e-04	  2.1104e-04	  1.2423e-01	  1.8519e+01	  5.9486e+00	  9.6593e-01	  2.4271e-05	  9.6782e-05	  9.9071e-01	  8.3454e-01	
  4.5600e+02	  4.0930e+00	  1.9263e+00	  1.0120e+01	  5.4847e-02	  1.1667e+00	  2.0253e-01	  3.8117e-01	  5.9822e-01	  2.8569e-04	  1.3703e-04	  2.1135e-04	  1.2502e-01	  1.8522e+01	  5.9496e+00	  9.6618e-01	  2.4548e-05	  1.4545e-05	  9.8991e-01	  4.2399e-01	
  4.8000e+02	  4.0939e+00	  1.9255e+00	  1.0121e+01	  5.4899e-02	  1.1675e+00	  2.0444e-01	  3.8215e-01	  5.9745e-01	  2.8614e-04	  1.3718e-04	  2.1166e-04	  1.2516e-01	  1.8526e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  7.7205e-08	  9.8977e-01	  3.8723e-03	
  5.0400e+02	  4.0949e+00	  1.9247e+00	  1.0121e+01	  5.5037e-02	  1.1682e+00	  2.0661e-01	  3.8315e-01	  5.9639e-01	  2.8658e-04	  1.3732e-04	  2.1195e-04	  1.2516e-01	  1.8530e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  1.3447e-10	  9.8976e-01	  6.7706e-06	
  5.2800e+02	  4.0959e+00	  1.9238e+00	  1.0122e+01	  5.5225e-02	  1.1690e+00	  2.0872e-01	  3.8415e-01	  5.9533e-01	  2.8699e-04	  1.3745e-04	  2.1222e-04	  1.2516e-01	  1.8534e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  1.9360e-13	  9.8976e-01	  9.7480e-09	
  5.5200e+02	  4.0969e+00	  1.9230e+00	  1.0123e+01	  5.5439e-02	  1.1698e+00	  2.1081e-01	  3.8514e-01	  5.9428e-01	  2.8739e-04	  1.3758e-04	  2.1248e-04	  1.2516e-01	  1.8537e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  2.5077e-16	  9.8976e-01	  1.2626e-11	
  5.7600e+02	  4.0979e+00	  1.9221e+00	  1.0123e+01	  5.5666e-02	  1.1706e+00	  2.1289e-01	  3.8612e-01	  5.9323e-01	  2.8776e-04	  1.3769e-04	  2.1272e-04	  1.2516e-01	  1.8541e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  1.2713e-19	  9.8976e-01	  6.4011e-15	
  6.0000e+02	  4.0989e+00	  1.9213e+00	  1.0124e+01	  5.5900e-02	  1.1714e+00	  2.1496e-01	  3.8710e-01	  5.9218e-01	  2.8811e-04	  1.3779e-04	  2.1295e-04	  1.2516e-01	  1.8545e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  3.3748e-23	  9.8976e-01	  1.6992e-18	
  6.2400e+02	  4.0999e+00	  1.9205e+00	  1.0125e+01	  5.6135e-02	  1.1722e+00	  2.1702e-01	  3.8807e-01	  5.9113e-01	  2.8844e-04	  1.3788e-04	  2.1316e-04	  1.2516e-01	  1.8549e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  8.8683e-26	  9.8976e-01	  4.4652e-21	
  6.4800e+02	  4.1009e+00	  1.9196e+00	  1.0125e+01	  5.6371e-02	  1.1730e+00	  2.1909e-01	  3.8903e-01	  5.9008e-01	  2.8876e-04	  1.3796e-04	  2.1335e-04	  1.2516e-01	  1.8553e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
  6.7200e+02	  4.1018e+00	  1.9188e+00	  1.0126e+01	  5.6606e-02	  1.1738e+00	  2.2115e-01	  3.8999e-01	  5.8904e-01	  2.8905e-04	  1.3803e-04	  2.1354e-04	  1.2516e-01	  1.8557e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
  6.9600e+02	  4.1028e+00	  1.9180e+00	  1.0126e+01	  5.6839e-02	  1.1746e+00	  2.2322e-01	  3.9095e-01	  5.8799e-01	  2.8933e-04	  1.3809e-04	  2.1371e-04	  1.2516e-01	  1.8560e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
  7.2000e+02	  4.1038e+00	  1.9171e+00	  1.0127e+01	  5.7070e-02	  1.1754e+00	  2.2529e-01	  3.9190e-01	  5.8695e-01	  2.8959e-04	  1.3814e-04	  2.1386e-04	  1.2516e-01	  1.8564e+01	  5.9498e+00	  9.6623e-01	  2.4597e-05	  0.0000e+00	  9.8976e-01	  0.0000e+00	
