        Time	          P1	          P2	           M	          Q1	          Q2	          D1	          D2	           B	         EP1	         EP2	          EM	          IC	         Tot	          pH	         fpH	       CO2aq	          O2	       fsalt	        frdx	
  2.8800e+02	  4.0293e+00	  1.9972e+00	  1.0016e+01	  4.8569e-02	  1.0596e+00	  1.5721e-01	  2.9474e-01	  5.2673e-01	  1.6774e-04	  8.5357e-05	  1.2653e-04	  3.1282e-02	  1.8130e+01	  6.1265e+00	  9.9563e-01	  2.5597e-05	  1.2056e-03	  9.9756e-01	  9.9057e-01	
  3.1200e+02	  4.0298e+00	  1.9968e+00	  1.0017e+01	  4.8556e-02	  1.0607e+00	  1.5713e-01	  2.9511e-01	  5.2764e-01	  1.7003e-04	  8.6440e-05	  1.2822e-04	  3.2153e-02	  1.8133e+01	  6.1274e+00	  9.9569e-01	  2.5937e-05	  1.0946e-03	  9.9713e-01	  9.8893e-01	
  3.3600e+02	  4.0303e+00	  1.9963e+00	  1.0017e+01	  4.8543e-02	  1.0617e+00	  1.5706e-01	  2.9550e-01	  5.2856e-01	  1.7228e-04	  8.7502e-05	  1.2988e-04	  3.3023e-02	  1.8136e+01	  6.1283e+00	  9.9577e-01	  2.6277e-05	  9.8566e-04	  9.9666e-01	  9.8697e-01	
  3.6000e+02	  4.0308e+00	  1.9959e+00	  1.0018e+01	  4.8531e-02	  1.0626e+00	  1.5699e-01	  2.9592e-01	  5.2947e-01	  1.7449e-04	  8.8543e-05	  1.3150e-04	  3.3893e-02	  1.8139e+01	  6.1293e+00	  9.9585e-01	  2.6616e-05	  8.7872e-04	  9.9616e-01	  9.8459e-01	
  3.8400e+02	  4.0313e+00	  1.9955e+00	  1.0019e+01	  4.8520e-02	  1.0636e+00	  1.5694e-01	  2.9635e-01	  5.3037e-01	  1.7665e-04	  8.9564e-05	  1.3309e-04	  3.4762e-02	  1.8142e+01	  6.1304e+00	  9.9592e-01	  2.6955e-05	  7.7383e-04	  9.9561e-01	  9.8163e-01	
  4.0800e+02	  4.0318e+00	  1.9951e+00	  1.0019e+01	  4.8509e-02	  1.0646e+00	  1.5689e-01	  2.9680e-01	  5.3127e-01	  1.7878e-04	  9.0566e-05	  1.3466e-04	  3.5629e-02	  1.8145e+01	  6.1315e+00	  9.9600e-01	  2.7294e-05	  6.7103e-04	  9.9503e-01	  9.7785e-01	
  4.3200e+02	  4.0323e+00	  1.9946e+00	  1.0020e+01	  4.8500e-02	  1.0655e+00	  1.5685e-01	  2.9727e-01	  5.3217e-01	  1.8086e-04	  9.1548e-05	  1.3619e-04	  3.6494e-02	  1.8147e+01	  6.1326e+00	  9.9608e-01	  2.7631e-05	  5.7039e-04	  9.9441e-01	  9.7289e-01	
  4.5600e+02	  4.0327e+00	  1.9942e+00	  1.0021e+01	  4.8493e-02	  1.0664e+00	  1.5683e-01	  2.9775e-01	  5.3305e-01	  1.8291e-04	  9.2512e-05	  1.3770e-04	  3.7355e-02	  1.8150e+01	  6.1337e+00	  9.9616e-01	  2.7967e-05	  4.7202e-04	  9.9375e-01	  9.6607e-01	
  4.8000e+02	  4.0332e+00	  1.9937e+00	  1.0022e+01	  4.8488e-02	  1.0673e+00	  1.5682e-01	  2.9825e-01	  5.3392e-01	  1.8493e-04	  9.3457e-05	  1.3918e-04	  3.8209e-02	  1.8153e+01	  6.1348e+00	  9.9624e-01	  2.8300e-05	  3.7611e-04	  9.9306e-01	  9.5616e-01	
  5.0400e+02	  4.0337e+00	  1.9932e+00	  1.0022e+01	  4.8485e-02	  1.0683e+00	  1.5685e-01	  2.9877e-01	  5.3476e-01	  1.8690e-04	  9.4385e-05	  1.4063e-04	  3.9054e-02	  1.8156e+01	  6.1359e+00	  9.9632e-01	  2.8630e-05	  2.8302e-04	  9.9233e-01	  9.4054e-01	
  5.2800e+02	  4.0342e+00	  1.9927e+00	  1.0023e+01	  4.8486e-02	  1.0692e+00	  1.5691e-01	  2.9929e-01	  5.3556e-01	  1.8884e-04	  9.5294e-05	  1.4205e-04	  3.9882e-02	  1.8159e+01	  6.1370e+00	  9.9639e-01	  2.8953e-05	  1.9347e-04	  9.9158e-01	  9.1265e-01	
  5.5200e+02	  4.0347e+00	  1.9923e+00	  1.0024e+01	  4.8493e-02	  1.0701e+00	  1.5707e-01	  2.9984e-01	  5.3629e-01	  1.9074e-04	  9.6185e-05	  1.4345e-04	  4.0674e-02	  1.8163e+01	  6.1380e+00	  9.9646e-01	  2.9261e-05	  1.0928e-04	  9.9083e-01	  8.5122e-01	
  5.7600e+02	  4.0352e+00	  1.9918e+00	  1.0024e+01	  4.8513e-02	  1.0709e+00	  1.5747e-01	  3.0043e-01	  5.3681e-01	  1.9261e-04	  9.7059e-05	  1.4482e-04	  4.1366e-02	  1.8166e+01	  6.1389e+00	  9.9652e-01	  2.9531e-05	  3.6825e-05	  9.9013e-01	  6.5258e-01	
  6.0000e+02	  4.0360e+00	  1.9913e+00	  1.0025e+01	  4.8572e-02	  1.0718e+00	  1.5873e-01	  3.0113e-01	  5.3657e-01	  1.9443e-04	  9.7912e-05	  1.4616e-04	  4.1703e-02	  1.8169e+01	  6.1393e+00	  9.9655e-01	  2.9662e-05	  1.9758e-06	  9.8979e-01	  9.0537e-02	
  6.2400e+02	  4.0369e+00	  1.9907e+00	  1.0025e+01	  4.8713e-02	  1.0727e+00	  1.6071e-01	  3.0192e-01	  5.3566e-01	  1.9621e-04	  9.8739e-05	  1.4746e-04	  4.1722e-02	  1.8173e+01	  6.1394e+00	  9.9655e-01	  2.9670e-05	  2.1037e-08	  9.8977e-01	  1.0581e-03	
  6.4800e+02	  4.0379e+00	  1.9902e+00	  1.0026e+01	  4.8917e-02	  1.0736e+00	  1.6267e-01	  3.0270e-01	  5.3471e-01	  1.9793e-04	  9.9541e-05	  1.4872e-04	  4.1722e-02	  1.8177e+01	  6.1394e+00	  9.9655e-01	  2.9670e-05	  1.4642e-10	  9.8977e-01	  7.3723e-06	
  6.7200e+02	  4.0388e+00	  1.9897e+00	  1.0026e+01	  4.9158e-02	  1.0745e+00	  1.6460e-01	  3.0349e-01	  5.3376e-01	  1.9960e-04	  1.0032e-04	  1.4995e-04	  4.1722e-02	  1.8181e+01	  6.1394e+00	  9.9655e-01	  2.9670e-05	  8.1877e-13	  9.8977e-01	  4.1225e-08	
  6.9600e+02	  4.0398e+00	  1.9891e+00	  1.0027e+01	  4.9419e-02	  1.0754e+00	  1.6651e-01	  3.0427e-01	  5.3282e-01	  2.0122e-04	  1.0107e-04	  1.5114e-04	  4.1722e-02	  1.8184e+01	  6.1394e+00	  9.9655e-01	  2.9670e-05	  4.8797e-15	  9.8977e-01	  2.4569e-10	
  7.2000e+02	  4.0407e+00	  1.9886e+00	  1.0027e+01	  4.9691e-02	  1.0764e+00	  1.6841e-01	  3.0505e-01	  5.3187e-01	  2.0280e-04	  1.0179e-04	  1.5229e-04	  4.1722e-02	  1.8188e+01	  6.1394e+00	  9.9655e-01	  2.9670e-05	  1.5964e-17	  9.8977e-01	  8.0381e-13	
